,Tweet
113,"Aug 11, 2020 — #BidenHarris2020. elizabeth banks dnc GIF by Election 2016. GIF. read image description. ALT. 8:30 PM · Aug 11, 2020."
114,"Nov 8, 2020 — #BidenHarris2020 'I may be the first women on this office but I won't be the last' : US Vice President-elect Kamala Harris (."
115,"Nov 7, 2020 — ... as the first woman, and the first person of colour, to be elected Vice President of the United States of America. #BidenHarris2020 (1)."
116,"Nov 5, 2020 — Catch this dance!!! #BidenHarris2020 #TheEleventhHour #BrownBeautyFromDaHood · Embedded video. 0:26. 1:11 AM · Nov 5, 2020."
117,"8,059. 14.7K. 54.1K. Dr. Jeffrey Guterman · @JeffreyGuterman · #BidenHarris2020. Image. 12:49 AM · Oct 7, 2020 · 8. Retweets · 70. Likes. Show more replies."
118,"Weigh in on #debatenight with. @microsoftpulse. and. @MSNBC. right here: msnbc.com. 2016 Debate. Hillary Clinton and Donald Trump square off on Oct. 9, ..."
119,"#debatenight #Debate So... he paid as little taxes as possible. Who doesn't? Change the code. 1:32 AM · Sep 27, 2016."
120,"is winning tonight. #DebateNight #DebateHeadache. 1. HIM · @_Mrtoosmooth. ·. Oct 20, 2016. what app is that? Buffay Sommers · @XOLove_ST. ·. Oct 20, 2016."
121,"#debatenight. Image. 2:10 AM · Oct 20, 2016 · 1,867. Retweets · 75. Quotes · 1,367. Likes · Jason Schnur-2023 Cardinals “Rhode Island or Bust”."
122,"#debatenight · @HillaryClinton. during the final debate with. @realDonaldTrump. in Las Vegas Watch LIVE: http://ndtv.com/live. Image. 1:14 AM · Oct 20, 2016."
123,"good god i hope this is true #debatenight. Image. 1:12 AM · Oct 20, 2016 · 1,757. Retweets · 95. Quotes · 4,393. Likes."
124,"See new Tweets. Conversation. Craig Ferguson · @CraigyFerg. I want a puppet! #debatenight · 1:31 AM · Oct 20, 2016 · 177. Retweets."
125,"See new Tweets. Conversation. Craig Ferguson · @CraigyFerg. When's Larry David on? #debatenight · 1:47 AM · Oct 20, 2016."
126,"Conversation. Elizabeth Banks ❄️ · @ElizabethBanks. Climate change? Anyone? Bueller? #debatenight · 2:34 AM · Oct 20, 2016."
127,"President Clinton, if you're nasty #debatenight Nasty Woman. Image. 3:53 AM · Oct 20, 2016 · 183. Retweets."
128,Square profile picture · NDTV · @ndtv . @HillaryClinton. vs. @realDonaldTrump. – US Presidential Debate #debatenight #debates Highlights: ...
129,The racist birther lie... Trump can't close the deal on that question. His answer doesn't jive. Think about that. #debatenight.
130,"I'll keep my comments to myself smh. #debatenight · 3:13 AM · Sep 27, 2016 · 32. Retweets · 4. Quotes · 260. Likes · Michael London · @Mlondon83. ·."
131,"#debatenight. 2. 3. Sarah Jackman · @VviewSsonicMair. ·. Oct 20, 2016. to quote Annie...""They're bad people!"" Omg he is a piece of work."
132,"#debatenight #tradition. Image. 1:07 AM · Jul 31, 2019 · 18. Retweets · 3. Quotes · 413. Likes. 4. Bookmarks. Jo Targaryen 🛡️ · @Jo_lover234. ·."
133,"The Foolest · @twodotohmafia · read that header tho hella ominous, predictive ; Reezy · @Reezymythoughts · “ @fakeshoredrive. : H.R.C. M.O.B. #debatenight ”lmao."
134,"Jun 26, 2019 — #dcpolitics #debatenight #debatenight #democrats #DemocraticDebate #debates #dcnavyyard. Image. 11:09 AM · Jun 26, 2019."
135,"Syed Mahmood · @syedmahmood · : #ImWithHer #debatenight ; Marion · @Marion92437760 · let's not...... ; BDC_PR · @DebbieCaplanPR · Good Luck, #ImWithHer."
136,"How to Trump during #Debatenight. Image. 1:39 AM · Oct 20, 2016 · 1,191. Retweets · 87. Quotes · 1,451. Likes · Zac Bowling · @zbowling. ·."
137,"Conversation. Leah Wright Rigueur · @LeahRigueur. This CNN panel is... not good. #debatenight · 3:13 AM · Oct 20, 2016."
138,"Trump responds to sexual assault allegations #debatenight. Image. 2:17 AM · Oct 20, 2016 · 44. Retweets · 29. Quotes · 66. Likes · Seamus Thebear."
139,"Hillary Blinton #debatenight. Image. 3. meme vids In my media · @Nick_Tweetz. ·. Sep 27, 2016. Woop woop I'll allow it RT."
140,"See new Tweets. Conversation. Oxford Politics · @OUPPolitics. What are “entitlements”? #WENtK #debatenight. Image. 2:30 AM · Oct 20, 2016."
141,"What happens in Vegas...Wayne Newton is at #DebateNight. Image. 12:48 AM · Oct 20, 2016 · 8. Retweets · 5. Quotes · 32. Likes · Robert Grenader."
142,"Follow our #DebateNight fact check and live transcript now: http://n.pr/2cR8Njb. Image. 1:37 AM · Sep 27, 2016 · 2,041. Retweets · 193. Quotes."
143,"See new Tweets. Conversation. Alison Lundergan Grimes · @AlisonForKY. She won. #Stamina #debatenight · 2:38 AM · Sep 27, 2016."
144,"Less emails or tax returns please! #debatenight · 1:37 AM · Sep 27, 2016 · 242. Retweets · 12. Quotes · 1,019. Likes · Montemole · @montemole. ·."
145,"Conversation. World of Outlaws · @WorldofOutlaws. Water truck or no water truck? #debatenight · 2:05 AM · Oct 20, 2016."
146,"If this #debatenight were a Mortal Kombat set, both of them would be trying to do a fatality on the other person and missing every input."
147,"Conversation. Chelsea Peretti · @chelseaperetti. MELANIA SAID HE APOLOGIZED!!! #debatenight · 1:54 AM · Oct 20, 2016."
148,"See new Tweets. Conversation. AMIR K · @AMIRCOMEDY. The guy. @realDonaldTrump. thinks hacked the DNC. #debatenight. Image. 2:12 AM · Sep 27, 2016."
149,"What #DEBATENIGHT feels like! #IDIOCRACY #Camachoisback. Image. 5:41 PM · Oct 19, 2016 · 48. Retweets · 11. Quotes · 150. Likes · Tim Stevenson."
150,"Clinton-Trump #debatenight fact check http://thr.cm/9aoKHL. Image. 5:10 PM · Sep 27, 2016 · 46. Retweets · 3. Quotes · 79. Likes · The Bandit · @BandiVan. ·."
151,"Thanks for tuning in! #TeamCameron #DebateNight · Embedded video. 0:20 · 1:57 AM · Mar 8, 2023. ·. 21.1K. Views."
152,"See new Tweets. Conversation. Square profile picture · People · @people. It is a word! #DebateNight. Image. 2:00 AM · Sep 27, 2016 from Manhattan, NY."
153,Holt not calling #Trump out for not answering #debatenight questions. Is this part of his strategy to keep viewers engaged? Crossbow Queen.
154,#HillaryClinton and #DonaldTrump stay divided on immigration laws #debate #debatenight Track live updates on ...
155,"No THIS is a great pivot #debatenight. Embedded video. GIF. 1:31 AM · Oct 20, 2016 · 136. Retweets · 9. Quote Tweets · 374. Likes · Alyssa · @tvwithapb. ·."
156,"WERE THEY KILLED BY GUNS ORANGE ANUS #debatenight · 1:21 AM · Oct 20, 2016 · 81. Retweets · 13. Quotes · 506. Likes · Verena King-Boxleitner · @verenaking."
157,BDC_PR · @DebbieCaplanPR · #StopScreamingDonald #debatenight ; PAUL · @PaulMic1954hael · now crossing his legs ; Kemberly Richardson · @kemrichardson7 · Image.
158,"""Lots of luck, Hillary."" #DebateNight http://snappytv.com/tc/3051073/1698109… ... ...did I just hear Donald concede? ... she is killing it!!!!!! ... did he just ..."
159,"""Stick to Sports"": A #debatenight tradition for sports journalists who dare discuss it. Image. 2:07 AM · Oct 20, 2016."
160,"#debatenight staying awake to watch this historical debate. Rooting for #HillaryClinton #IAmWithHer #NeverTrump. Image. 9:18 PM · Sep 26, 2016."
161,"Oct 19, 2016 — ""That brings to an end this year's debates."" #DebateNight. Embedded video. GIF. 2:37 AM · Oct 20, 2016 · 1,150. Retweets."
162,"What Hillary was really writing down tonight #debatenight. Image. 3:07 AM · Oct 20, 2016 from Pasadena, CA · 458. Retweets · 33. Quotes · 1,045. Likes."
163,Trump seems so calm tonight. He must be on Cocaine PM #debates. 17. 100. 548. Smosh · @smosh. Bumping this tweet... too on the nose? #debatenight.
164,"Word of the night...braggadocious #debatenight · 1:39 AM · Sep 27, 2016 · 165. Retweets · 7. Quotes · 692. Likes · Carly Waddell · @carlywaddell. ·."
165,"#DebateNight stage will show a woman who's acted above the law & a man who's talked of sexually assaulting a woman. We, , deserve better."
166,"@Rosie. "" made with chinese steel "" best line ever #debatenight · 2:07 AM · Oct 20, 2016 · 520. Retweets · 15. Quotes · 2,021. Likes · Cherie ¯\_(ツ)_/¯."
167,"This dog is so #Bigly #debatenight #debate #debate2016. Image. 1:29 AM · Oct 20, 2016 · 420. Retweets · 26. Quotes · 1,090. Likes · dustin brooks."
168,"See new Tweets. Conversation. Larry Wilmore · @larrywilmore. Bad hombres! First dog whistle. #debatenight · 1:24 AM · Oct 20, 2016."
169,"Trump and Clinton spar over ISIS on #debatenight http://nbcnews.to/2d4VzCh · 1:33 AM · Sep 27, 2016 · 14. Retweets."
170,"ALL YOUR BUSINESS DEALS FAIL U DELUSIONAL TURD #debatenight · 1:42 AM · Oct 20, 2016 · 312. Retweets · 23. Quotes · 1,228. Likes."
171,"TEAM HILLARY BOYS #debatenight · 2:33 AM · Sep 27, 2016 · 56. Retweets · 2. Quotes · 507. Likes · LILRELOOP · @LILRELOOP. ·. Sep 27, 2016. ew. 30."
172,"Tonight's closing remarks. #debatenight #debates · Embedded video. 0:36. 9.2K views · 4:53 AM · Sep 27, 2016 · 64. Retweets."
173,"Oct 20, 2016. Replying to. @chescaleigh .It's so damn dumb, I always thought it was ""big league."" Can't make this stuff up. #debatenight · Sunshine ❄️."
174,"We doin #debate #debates #debatenight or wha. 1:02 AM · Oct 20, 2016 · 104. Retweets · 14. Quotes · 787. Likes · Shawn Garrett · @ShawnGarrett. ·."
175,"#debatenight make sure you watch, listen, and know who you're voting for. Tradueix el tuit. 12:32 a. m. · 27 de set. de 2016."
176,"HILARY: ""Cyberspace…"" TRUMP: ""I have property there."" #DebateNight. Image. 2:07 AM · Sep 27, 2016 · 242. Retweets."
177,"On Donald Trump's #DebateNight performance,. @VanJones68. quotes. @llcoolj. : ""He lied about the lies that he lied about"" http://cnn.it/2eur0mQ."
178,"#trumpsniff is everything #debatenight · 1:14 AM · Sep 27, 2016 · 7. Retweets · 1. Quote · 13. Likes · Kris Stewart · @KrisStewart79. ·. Sep 27, 2016."
179,"What ""bad ombres"" actually look like #debatenight #badhombres. Image. 1:24 AM · Oct 20, 2016 · 480. Retweets."
180,"#debatenight Trump: ""Such a nasty woman."" America: Image. 2:34 AM · Oct 20, 2016 · 694. Retweets · 39. Quotes · 1,387. Likes · Whirldly · @Whirldly. ·."
181,"Decided to update my profile. #nastywoman #debatenight. Image. 4:30 AM · Oct 20, 2016 · 64. Retweets · 12. Quotes · 396. Likes · Joseph Reid ♿️."
182,"The first presidential debate is in full swing. If you had to vote based on tonight's debate, which candidate would you choose? #debatenight."
183,"Who the first debate!! #debatenight RT for Donald Trump LIKE for Hilary Clinton. Image. 2:40 AM · Sep 27, 2016 · 263. Retweets."
184,"Hillary Clinton hits Donald Trump over tax plan #debatenight http://nbcnews.to/2d5bEGB · 1:24 AM · Sep 27, 2016 · 111. Retweets."
185,"#debatenight. Image. 8:37 PM · Sep 26, 2016 · 109. Retweets · 6. Quotes · 131. Likes · Tim Bluezz @Bluezzdrummer@det.social · @bluezzdrummer."
186,"See new Tweets. Conversation. Enes FREEDOM · @EnesFreedom. Sorry my man !! #DebateNight. Image. 2:46 AM · Sep 27, 2016."
187,"Donald has the sniffles. #debatenight · 1:13 AM · Sep 27, 2016 · 1. Retweet · 1. Quote · 5. Likes · Fatima Zaidi · @zaidiafatima. ·. Sep 27, 2016."
188,"Ending #DebateNight with a Fact Check read on NPR. It's really well done! http://n.pr/2cR8Njb · 2:58 AM · Sep 27, 2016."
189,"Sep 27, 2016. quote of the year? #debatenight · American Anna Mull · @AnnaMull__. ·. Sep 27, 2016. Listening to Hillary spew her lies is giving me cancer."
190,"See new Tweets. Conversation. Dan Savage · @fakedansavage. Trump: ""Such a nasty woman."" WTF. #debatenight · 2:34 AM · Oct 20, 2016."
191,3rd and final #debatenight was last night. Who are you rootng for? Hillary Clinton or Donald Trump? @TheManMannie … http://vitw.it/link/56X25.
192,"#debatenight | US presidential debate: Top moments from Donald Trump, Hillary Clinton face off ..."
193,"If this #debatenight were a Mortal Kombat set, both of them would be trying to do a fatality on the other person and missing every input... ترجمة التغريدة."
194,"Sep 27, 2016. Candidates talking over each other on job creation. HC: let's not assume it's the only challenge the economy faces. #debatenight #ksatdebate."
195,"See new Tweets. Conversation. Hillary Clinton · @HillaryClinton. Terrifying. #DebateNight. Image. 1:39 AM · Oct 20, 2016."
196,The best burns and worst jokes from #debatenight: http://slate.me/2d55RCb. ترجمه توييت. تصویر. ۴:۴۹ قبل‌ازظهر · ۲۷ سپتامبر ۲۰۱۶.
197,"#debatenight. Image. 1:34 AM · Oct 20, 2016 · 569. Retweets · 52. Quotes · 672. Likes · Punch McKully · @kayaking_canada. ·. Oct 20, 2016."
198,@highgate_pol. ·. ٢٠ أكتوبر ٢٠١٦. “ @FiveThirtyEight. : Interruptions so far. #debatenight http://53eig.ht/2eueofv ” It didn't work in the 1st debate.
199,"Trump's getting agitated: sweating, sniffling, drinking water, fidgeting. #DebateNight #NarcHandbook. 4. 16. 52. Leah McElrath · @leahmcelrath. ·."
200,"Sep 30, 2020 — @Nick_Anderson_. Tonight's debate in a nutshell... #Debatenight #DebateTuesday #Debate2020 #debate #debates. Image. 2:59 AM · Sep 30, 2020."
201,"brings backdrop for post debate broadcast. @ConstitutionCtr · #debatenight. Image. 11:41 PM · Sep 26, 2016 · 4. Retweets."
202,"He said he grabbed it, now he denies he did exactly what he said he did. 1. LOVE FOR EVERYONE · @TransgeeTrans. ·. Oct 20, 2016 · #debatenight."
203,in the UK our politicians always stand in appropriate places for the cameras. #debatenight. Imaxe. 4. 7. Noryh Brings · @NoriBringas. ·. 20/10/2016.
204,"Sep 27, 2016 — Donald Trump's #DebateNight sniffles spawned social media memes like #sniffles and #trumpsniff http://cnn.it/2d5qHSf."
205,Donald Trump's sniffles become the first #debatenight meme: http://share.ew.com/VEDZw7Y #trumpsniffle. Tradueix el tuit.
206,"To Russia with love: A timeline of the Trump-Putin bromance http://bit.ly/2e9B0Y6 #debatenight. Image. 1:43 AM · Oct 20, 2016."
207,rocked this #Debatenight Let's unify behind him and all #Republican candidates so we can #takeBackAmerica! georgeforny.com.
208,"They Need Judge Judy Moderating #Debatenight. Judge Judy GIF. GIF. read image description. ALT. 1:15 AM · Sep 30, 2020."
209,"#debatenight source: Amanda Gailey. Image. 2:15 AM · Sep 27, 2016 · 259. Retweets ... @mccarthyredhead. : #debatenight source: Amanda Gailey. Image. 1. 1."
